# Every library live on Libby. Tab separated: key, name, region, kind, places.
# Written by tools/seed_libraries.py, loaded into the database at startup.
cumarshlibrary	Concord University	USA	college
cumberland	Cumberland Council Libraries	Australia	public
curtislibrary	Curtis Memorial Library		public
cusm	McGill University Health Centre		company
cvcclrc	Chattahoochee Valley Community College	USA	college
cvl	Chattahoochee Valley Libraries		public	columbus cusseta marion mildred terry parks
cw2mil	CW2 Christopher G. Nason Military Intelligence Library		company
cwcl	Changwon Central Library	South Korea	public
cwmars	CW MARS	MA, USA	public	adams agawam american international amherst ashburnham stevens ashby ashfield belding athol auburn ayer barre woods becket athenaeum belchertown clapp bellingham berlin bernardston cushman blackstone blandford porter bolton boxborough sargent boylston brimfield brookfield merrick buckland charlemont tyler charlton chester hamilton chesterfield chicopee fairview falls clarksburg clinton bigelow schools colrain griswold conway field dalton deerfield tilton douglas simon fairfield dudley pearle crawford longmeadow easthampton egremont elms erving fitchburg florence lilly florida gardner levi heywood goshen grafton granby granville great barrington mason ramsdell lirbary greenfield hadley goodwin hampden hancock taylor hardwick paige harvard hatfield heath hinsdale holden gale holland holyoke hopedale bancroft hopkinton hubbardston hudson huntington lancaster thayer lanesborough lee association leicester lenox leominster leverett leyden robertson richard salter storrs ludlow hubbard lunenburg marlborough mendon taft middlefield milford millbury millers millville monson montague monterey montgomery grace hall wachusett new braintree leroy pollard salem haston northampton forbes northborough northbridge whitinsville social northfield dickinson oakham
cwsl	California Western School of Law	USA	college
cwu-library	Canon Workers' Union	Japan	company
cyberlibrary	Gyeonggi Library	South Korea	public
dacotahbank	Dacotah Bank		company
daemen	Daemen University		college
dailyjournal	Daily Journal Corporation		company
dakotastate	Dakota State University	USA	college
dal	Dalhousie University Killam Library	Canada	college
dallaslibrary	Dallas Public Library		public	arcadia park audelia road bachman lake bookmarks northpark forest green fretz grauwyler hampton illinois highland hills kleberg rylie lakewood lochwood martin luther king mountain creek oak cliff lawn paul laurence dunbar lancaster kiest pleasant grove polk wisdom prairie preston royal renner frankford skyline timberglen vickery white rock
danburylibrary	Danbury Public Library		public
danesheriff	Dane County Jail		company
darien	Darien Library		public
dauphin	Dauphin County Prison		company	alexander family shore elizabethville hummelstown johnson kline madeline olewine mccormick riverfront northern lykens
davidyellin	David Yellin Academic College of Education	Israel	college
dayton	Dayton Metro Library		public	bradford brookville burkhardt electra doren huber heights kettering moraine miami miamisburg new lebanon northmont southeast trotwood vandalia carrollton wilmington stroop
dbrl	Daniel Boone Regional Library		public	callaway columbia southern
dcl	Douglas County Libraries		public	castle pines rock highlands ranch lone tree louviers parker philip miller roxborough
dclibrary	District of Columbia Public Library	USA	public	anacostia bellevue william lockridge benning dorothy height capitol view chevy chase cleveland park deanwood francis gregory georgetown lamond riggs martin luther king pleasant northeast northwest one palisades parklands turner petworth rosedale shaw watha daniel shepherd juanita thornton southeast southwest takoma tenley friendship dcpl end woodridge
dctabudhabi	Abu Dhabi Department of Culture And Tourism	United Arab Emirates	public	childrens maktaba bahia marfa wathba khalifa park zayed
dcu	Digital Federal Credit Union		company
deanzacollege	De Anza College		college
defenceforcesireland	Defence Forces Library	United Kingdom	company
deichman	Oslo Public Library	Norway	public	deichman bibliotek
dekalb	DeKalb County Public Library		public	brookhaven chamblee clarkston line ellenwood covington decatur doraville dunwoody embry hills flat shoals gresham hairston crossing lithonia davidson northlake barbara loar redan trotti salem panola scott candler scottdale tobie grant stone mountain sue kellogg stonecrest toco hill avis williams tucker reid cofer wesley chapel william brown
delaware	Delaware Libraries	DE, USA	public	appoquinimink bear brandywine hundred bridgeville claymont corbit calloway department health social delmar dover duck creek elsmere frankford georgetown greenwood harrington hockessin kent kirkwood laurel lewes milford millsboro milton new castle newark rehoboth beach route seaford selbyville coastal sussex thomas edison charter wilmington noma hub woodlawn
delawarecf	Delaware Correctional Facilities		company
delco	Delaware County Library System		public	aston collingdale darby folcroft glenolden haverford helen kate furness lewis crozer lansdowne marple mary campbell marcus hook media upper providence middletown newtown norwood prospect park rachel kohl radnor ridley sharon hill springfield twp swarthmore tinicum sellers primos yeadon
delmarcollege	Del Mar College		college
dementia-e-library	Dementia Australia Library	Australia	company
demontfort	De Montfort University		college
denbighshireuk	Denbighshire Libraries		public
denver	Denver Public Library		public	athmar park bear valley blair caldwell african american research byers decker eugene field ford warren green ranch hadley hampden montbello hill pauline robinson rodolfo corky gonzales ross barnum broadway cherry creek hills sam gary schlessman family smiley valdez perry virginia westwood woodbury
denverseminary	Denver Seminary	USA	college	auditing student distance doctor ministry potential graduate summer texas
derbycitygb	Derby City Council		public
derbyshireuk	Derbyshire County Council		public	alfreton ashbourne bakewell belper bolsover borrowash brimington buxton chapel chesterfield clay cross clowne creswell dronfield duffield eckington etwall gamesley glossop hadfield hayfield heanor holmewood ilkeston killamarsh long eaton matlock melbourne new mills newbold old whittington pinxton ripley sandiacre shirebrook somercotes normanton staveley swadlincote tideswell whaley bridge whitwell wingerworth wirksworth woodville
deshaw	D.E. Shaw Group		company	desco
desototx	DeSoto Public Library	USA	public
detroitpubliclibrary	Detroit Public Library		public	bowen campbell lawndale station chandler park chaney chase conely duffield edison elmwood franklin frederick douglass for special hubbard jefferson knapp lincoln montieth parkman redford sherwood forest skillman wilder
devoteamrevolve	Devoteam Revolve		company
dfat	Dept of Foreign Affairs and Trade - H.V. Evatt Library	Australia	company	dfat
dia	Defense Intelligence Agency		company
digibel	Busan English Library	South Korea	public
dinecollege	Diné College		college
disneytech	DX Tech and Digital Talent Development		public	disney experiences technology learning
dliflc	Defense Language Institute	USA	college	aiso
dlil	Digital Library of Illinois	USA	public	alsip merrionette park anne lindsey antioch arcola arthur bartlett bement benton bethalto bloomingdale bloomington blue ridge bradley brighton brehm camargo carlinville cary catlin citizens champaign douglass charleston carnegie cherry valley chrisman cissna clifton columbia crete danville deerfield des plaines doyle duquoin eastern edwardsville elk grove elmhurst elwood fairview heights flossmoor fox lake river frank bertetti benld georgetown germantown gilman danforth glen carbon centennial glencoe glenside glenview goose creek grayslake hayner herrin highland homer hoopeston huntley heartland itasca jerseyville kansas bluff forest lincolnwood linda sokol francis brookfield marshall martinsville maryville melvin milford morrison talbott morton prospect moyer nashville new athens newman niles maine northbrook oakwood ogden rose onarga palatine hoffman rand road paris paxton philo pinckneyville piper prairie trails rantoul riverside rolling meadows round schaumburg hanover estate shawneetown sheldon sidell sidney smithton joseph swearingen staunton tolono toluca tri tuscola urbana valmeyer vernon villa warren newport watseka wauconda waukegan weldon chicago union
dlrcoco	Dun Laoghaire-Rathdown County Council Public Library Service	Ireland	public
dls	Defence Library Service		company
dmpl	Des Moines Public Library		public
dod	Department of Defense	USA	company	army mwr marine corps lifelong learning program navy general united states military academy
doescience	Department of Energy, Office of Science		company
dogoklib	Dogok Library	South Korea	public
dogwood	Dogwood Digital Library	USA	college	alamance asheville buncombe technical beaufort bladen blue ridge brunswick caldwell insitute cape fear carteret catawba valley carolina cleveland coastal albemarle craven davidson davie durham edgecombe fayetteville forsyth gaston guilford isothermal james sprunt johnston lenoir martin mayland mcdowell mitchell montgomery pamlico pitt randolph richmond roanoke chowan robeson rockingham rowan cabarrus sampson piedmont southeastern southwestern holt stanly surry vance granville wayne western wilkes wilson
donaldwyatt	Donald Wyatt Correctional Jail		company
donegalcountyie	Donegal County Library	Ireland	public
dorchesterlibrarysc	Dorchester County Library System		public	ashley river george seago jennie mcmahan charleston
dorsetcountynhs	Dorset County Hospital NHS Foundation Trust		company	dorsetcountynhs
dortmund	Stadt- und Landesbibliothek Dortmund	Germany	public
dorval	Dorval Library	Canada	public
douglasbcuk	Douglas City Council		public
douglascpl	Douglas County Public Library	USA	public	lake tahoe
downbeach	Longport Public Library		public
downloadlibrary	downloadLibrary	Canada	public	cambridge clemens mill hespeler preston queens square kitchener country hills forest heights grand river stanley park pioneer perth information network stratford archives region waterloo ayr baden bloomingdale elmira linwood new dundee hamburg clements jacobs wellesley marys john harper mccormick
dpls	Deschutes Public Library	OR, USA	public	downtown bend pine redmond sisters sunriver
drakestate	Drake State Community and Technical College	USA	college
drcldc	Dallas/Rockwall Church Library Digital Collection		company	first baptist park cities trinity bible
drf	Danville Regional Foundation		company
du	University of Denver	USA	college
dualasiapacific	DUAL Asia Pacific		company
dubaipublic	Dubai Public Library - Dubai Culture & Arts Authority	United Arab Emirates	public
dublincityie	Dublin City Libraries	Ireland	public
dubuque	Carnegie-Stout Public Library		public	dubuque
duesseldorf	Stadtbüchereien Düsseldorf		public
duisburg	Stadtbibliothek Duisburg		public
duke	Duke University	USA	college
duke-energy	Duke Energy Corporation		company
dundeecity	Leisure and Culture Dundee	United Kingdom	public
durango	Durango Public Library	USA	public
durhamcounty	Durham County Library	USA	public	bragtown southwest stanford warren
durhamcountyuk	Durham County Council		public
durhamuni	Durham University	United Kingdom	college
dutchbros	Dutch Bros Coffee		company
dwellcc	Dwell Community Church		company
dxcrc	DX-CRC ELIBRARY		company
e-ausleihe-franken	E-Ausleihe Franken	Germany	public	bibliothek markt stockstadt gemeindebucherei cadolzburg gro ostheim kreisbucherei neustadt aisch bad windsheim stadt und schulbucherei gunzenhausen stadtbibliothek bruckenau schwabach stadtbucherei altdorf hochstadt oberasbach pegnitz rodental stein zirndorf
e-inc	E-iNC Library	NC, USA	public	alexander bethlehem barco beaufort hyde martin bath belhaven hazel guilford ocracoke robersonville bhm bladen braswell burke hildebrand morganton valdese camden caswell chatham cleveland columbus corolla davie duplin faison florence gallier phillip leff rose hill warsaw kornegay farmville fontana almond bryson cashiers cherokee cullowhee franklin highlands scaly mountain sylva topton nantahala tuckasegee whittier george laura brown given tufts archives granville grifton halifax enfield littleton scotland neck weldon harnett anderson creek angier coats dunn erwin harold cooley hatteras hocutt ellington jackson jamestown kill devil hills kings mauney lee broadway jonesboro madison hot springs mars manteo mcdowell morehead moyock neuse comfort greene grange maysville pink pollocksville trenton pasquotank pender perry person pettigrew perquimans region shepard pruden tyrrell washington quinerly olschner roanoke rapids robeson gilbert patterson hector maclean pembroke rowland pauls rockingham sampson clinton spring hope stanly thelma dingus bryant toe river valley avery mitchell spruce pine warren wayne wilson yancey
e-medien-franken	eMedien Franken	Germany	public	bibliothek markt hochberg bucherei stadtpark kulmbach gemeindebibliothek elsenfeld kahl gemeindebucherei eckental feucht schwaig schwanstetten schwarzenbruck wendelstein mediathek neustadt bei coburg stadtbibliothek kuk dettelbach dinkelsbuhl erlenbach rothenbach treuchtlingen weissenburg stadtbucherei ansbach bad kissingen feuchtwangen hersbruck lauf mellrichstadt roth rothenburg wurzburg stadtische volksbucherei furth
e-stockton	Stockton-on-Tees Libraries	United Kingdom	public	council
e-thek	e-Thek	Switzerland	public	kantonale schule fur berufsbildung bbb berufsfachschule baden bbz solothurn grenchen bff bern gibb gymki gymnasium kirchenfeld neufeld oberaargau und bzl fms lerbermatt basel berufsschule lenzburg bibliothek immensee burgdorf mediothek mediathek interlaken berufsbildungszentrum olten hofwil thun kantonsschule stein mittelschule uri kantonsschulen zug gibz allgemeine zurich baugewerbliche bbw winterthur berufsmaturitatsschule detailhandel ruti bildungszentrum uster zurichsee maturitatsschule erwachsene freudenberg enge hottingen kusnacht limmattal ramibuhl rychenberg stadelhofen hohe promenade wiedikon zimmerberg zurcher oberland unterland nord technische zentralbibliothek
eacc	East Arkansas Community College	USA	college
eafit	Universidad EAFIT	Colombia	college
easternflorida	Eastern Florida State College	USA	college
easternuni	Eastern University	USA	college
eastgippsland	East Gippsland Shire Library	Australia	public
eastindiaclub	The East India Club		company
eastlothianuk	East Lothian Library Service		public
eastmanchemical	Eastman Chemical Company		company
eastonpl	Easton Library District	PA, USA	public	bangor barrett paradise friendly clymer association eastern monroe mary meuser pocono mountain western
eastridinguk	East Riding Libraries		public	beverley bridlington brough petuaria cottingham driffield flamborough goole haltemprice customer hedon hessle hornsea howden leven market weighton wicstun ferriby pocklington pocela snaith cave stamford bridge swanland swa willerby withernsea
eastsussexlibrary	East Sussex County Council	United Kingdom	public	battle bexhill crowborough eastbourne forest row hailsham hampden park hastings heathfield hollington lewes newhaven peacehaven rye seaford uckfield wadhurst
eausleihe-hannover	Stadtbibliothek Hannover	Germany	public
ebccls	BCCLS	USA	public	allendale lee bergenfield bloomfield bogota carlstadt william dermody cliffside park closter cresskill demarest dumont dixon homestead rutherford edgewater elmwood richard mola emerson englewood fair lawn maurice pine fairview franklin lakes garfield glen ridge rock hackensack johnson harrington hasbrouck heights haworth hawthorne louis bay 2nd hillsdale hoboken grand street kus worth pinkham leonia little ferry livingston lodi lyndhurst mahwah maplewood hilton maywood midland millburn montclair bellevue avenue montvale new milford arlington bergen guttenberg recreation northvale norwood nutley oakland office test old tappan oradell palisades paramus charles reid ramsey ridgefield ridgewood river edge vale rochelle roseland saddle brook secaucus katherine steffens orange baird teaneck tenafly washington upper waldwick wallington veterans weehawken caldwell westwood wood wyckoff cooperative
eblink	eBLINK	Norway	college	norwegian science technology
ebonnerlibrary	East Bonner County Library District		public	clark fork
ebooksforyou	eBooks for You	Switzerland	public	bcu fribourg kub freiburg kornhausbibliotheken bern
ebookssjclibrary	San Juan Community Library		public	bucaplaa
ebooksusa	U.S. Embassy Berlin	Germany	company	carl schurz haus freiburg dai heidelberg
ebr	East Baton Rouge Parish Library		public	baker bluebonnet carver delmont gardens eden park fairwood greenwell springs road jones creek pride chaneyville river scotlandville zachary
ebranch2go	eBranch2Go	USA	public	allen pierce annie halenbake ross barbours link bloomsburg blossburg bradford columbia traveling coudersport degenstein konkle elkland galeton genesee green canton herr hughesville james brown jersey shore knoxville lycoming mansfield mather mcbride milton monroeton montgomery house warrior run muncy oswayo valley priestley forsyth for union sayre snyder spalding sullivan wellsboro thomas beaver towanda end westfield willis lewis wyalusing
ecb	European Central Bank (ECB)		company
eccbc	ECCBC Digital Library		company
ecoop	E-Library Co-Op of Southeast Louisiana	USA	public	bernard charles hahnville norco paradis rose john baptist edgard garyville reserve terrebonne bourg dularge houma gibson grand caillou montegut
ecpl	East Chicago Public Library		public	151st street bessie owens heritage hall marktown martin luther king penn roberto clemente
ecrl	East Central Regional Library		public	aitkin cambridge chisago lakes hinckley mcgregor milaca mille lacs lake mora pine princeton rush sandstone wyoming giese
edc	Export Development Canada		company
edgehill	Edge Hill University	United Kingdom	college
edinburgh	Edinburgh Libraries	United Kingdom	public	art balerno balgreen blackhall childrens lending colinton corstorphine craigmillar currie drumbrae hub scottish collection information fountainbridge gilmerton granton kirkliston leith mcdonald road moredun morningside muirhouse music newington oxgangs piershill portobello ratho sighthill neighbourhood office queensferry stockbridge wester hailes
edinburghkids	Edinburgh Kids & Teens	United Kingdom	public
edlcuk	East Dunbartonshire Libraries	United Kingdom	public	bearsden bishopbriggs craighead lennoxtown lenzie milngavie westerton william patrick
edownload	Lambton County Library	Canada	public	alvinston arkona brigden brights grove camlachie corunna courtright florence forest grand bend inwood mallroad mandaumin mooretown oil springs petrolia point edward port franks sarnia shetland sombra thedford watford wilkesport wyoming
edsn	Educational Development and Support Network		company
egfmn	East Grand Forks-Campbell Library	USA	public
eia	Universidad EIA	Colombia	college
ejlibrary	Edward Jones		company	digital
elend	eLEND		company
elibrary	Newfoundland & Labrador Public Libraries	Canada	public	arnolds cove baie verte bay roberts george bell island bishops falls bonavista botwood brigus buchans burgeo burin cape carbonear carmanville cartwright centreville inter change islands churchill clarenville codroy valley conception cormack corner brook cow head daniels harbour deer lake fogo fortune fox gambo gander region exchange garnish gaultois glenwood glovertown grand bank harmsworth greenspond happy goose melville breton grace hare harrys hermitage holyrood kings point scie margaret butt lanse loup lark lewisporte lourdes lumsden marystown pearl musgrave john wheeler norris arm old perlican pasadena placentia leamington port aux basques saunders pouch ramea marie penney rocky seal white sops southern springdale albans anthony bridess georges johns hunter marjorie mews michael donovan lawrence lunaire griguet stephenville crossing kindale summerford torbay trepassey trinity twillingate victoria wabush wesleyville whitbourne winterton woody
elibrary247	eLibrary 24/7	Australia	public	burwood canada bay inner council strathfield innovation hub
elibrarybw	Büchereien Wien	Austria	public
elibraryhh	Bücherhallen Hamburg	Germany	public	alstertal altona barmbek bergedorf billstedt bramfeld dehnhaide eidelstedt eimsbuettel elbvororte farmsen finkenwerder fuhlsbuettel harburg hoeb4u jugendbibliothek hohenhorst holstenstrasse horn kinderbibliothek kirchdorf langenhorn lokstedt muemmelmannsberg neuallermoehe neugraben niendorf osdorf rahlstedt schnelsen steilshoop volksdorf wandsbek wilhelmsburg winterhude zentralbibliothek
elibrarynj	eLibrary NJ	NJ, USA	public	avon belleville belmar bound brook bradley beach orange ampere elmwood franklin educational testing ets freehold hamilton harrison hoboken infolink cjrlc irvington kearny linden mercer ewing hickory corner hightstown hollowbrook hopewell lawrence robbinsville twin rivers windsor middletown millburn neptune new jersey state newark pennington sea girt spring lake stella asbury park carteret clark cranbury cranford dunellen brunswick edison clara barton elizabeth elmora port lacorte fanwood garwood highland hillside jamesburg kenilworth keyport long elberon matawan aberdeen metuchen middlesex milltown monroe old bridge laurence harbor perth amboy piscataway kennedy westergard plainfield plainsboro rahway red bank roselle veterans sayreville scotch plains sadie pope dowdell river spotswood springfield union vauxhall westfield trenton briggs cadwalader skelton woodbridge fords henry inman iselin
elin	Estacado Library Information Network		public	eunice hobbs lovington woolworth
elm	eLibraries Manitoba	Canada	public	bette winner bibliotheque allard beaches montcalm municipale broquerie pere champagne ritchot somerset claude anne tache boissevain morton archives border elkhorn mcauley virden boyne bren del win centennial brokenhead river churchill emerson eriksdale evergreen arborg gimli riverton flin flon gaynor family glenwood souris headingley jake epp jolys lac bonnet lakeland killarney louise manitou minnedosa norfolk macgregor benito swan parkland pauline johnson pinawa portage prairie crocus argyle rapid reston rossburn russell snow lake interlake southwestern melita pierson springfield rose pas thompson ucn chemawawin norway house valley victoria western
elnb-bnnb	Bibliothèques publiques du N.-B. / New Brunswick Public Libraries	Canada	public	bibliotheque communautaire harvey stanley dupper miramichi scolaire doaktown grand manan dre marguerite michaud centenaire campbellton centennial dalhousie cormoran publique andrew laura mccain florenceville carrefour beausoleil claude lebouthillier bas caraquet bathurst campobello cap pele chatham chipman dieppe dorchester fredericton nashwaaksis sault falls hillsborough kedgwick kennebecasis lameque mcadam memramcook minto moncton newcastle perth andover petitcodiac petit rocher port elgin richibucto riverview rogersville sackville john succursale centrale est ouest salisbury shediac tracadie walter chestnut hartland lorne violette fay tidd oromocto gerald leblanc bouctouche fisher moisson quentin laval goupil shippagan mgr paquet plourde robichaud conway edmundston omer leger antoine raymond lagace atholville croix stephen nackawic plaster rock regionale sussex ross andrews
elonnc	Elon University		college
elpaso	El Paso Public Library	USA	public	armijo clardy fox dorris van doren epcc esperanza acosta moreno irving shwartz jose cisneros cielo vista judge edward marquez park parkland middle richard burges sergio troncoso westside
elprlibrary	Lonesome Pine Regional Library		public	bascom slemp coeburn haysi fred matthews jonnie deel lee mailbox rose hill scott wise
emanuelnyc	Temple Emanu-El		company
emcfl	Monterey County Free Libraries	CA, USA	public	aromas big sur bradley buena vista carmel valley castroville gonzales greenfield king marina pajaro parkfield prunedale san ardo lucas seaside soledad
emcins	Employer's Mutual Casualty Company (EMC Insurance)		company
emedialibrary	eMediaLibrary	IL, USA	public	addison batavia bensenville carol stream chicago ridge downers grove franklin park geneva glen ellyn helen plum hinsdale indian prairie lisle messenger aurora oak brook ofallon poplar creek roselle charles sugar country warrenville wheaton winfield
emedienlaendle	eMedienländle		public	bucherei dunningen rangendingen spraitbach emedienaendle stadtbucherei waldenburg hohenlohe
emory	Emory University	USA	college	candler theology
emu	eMedien Unterfranken	Germany	public	bucherei veitshochheim gemeindebibliothek bergrheinfeld grafenrheinfeld niederwerrn wildflecken stadtbibliothek hammelburg karlstadt marktheidenfeld
enalis	National Library and Information System Authority		public	nalis
endavauniversity	Endava		company
enhtnhs	East and North Hertfordshire Teaching NHS Trust		company
enveda	Enveda		company
eodls	Eastern Oklahoma Library System	USA	public
epannapolis	Evangelical Presbyterian Church		company
epl	Edmonton Public Library	Canada	public
epukapuka	Lower North Island	New Zealand	public	carterton hawkes bay hastings horowhenua hutt kapiti coast manawatu hub masterton napier palmerston porirua puke ariki rangitikei ruapehu taranaki wairarapa featherson greytown hall martinborough stratford tararua taupo upper wairoa centennnial whanganui
equityresourcelibrary	Henry Parkes Equity Resource Centre	Australia	company
ereolenglobal	eReolen Global	Denmark	public	aabenraa bibliotekerne aalborg aarhus kommunes biblioteker albertslund bibliotek aller assens ballerup billund bornholms ndby nderslev byarbokasavni drag egedal esbjerg faaborg midtfyn favrskov faxe fredensborg fredericia frederiksberg frederikshavn frederikssund fures gentofte gladsaxe glostrup greve gribskov guldborgsund haderslev halsn kommune hedensted helsing herlev herning hiller rring taastrup holb holstebro horsens rsholm hvidovre ikast brande ish jammerbugt kalundborg kerteminde benhavns kolding langeland lejre lemvig lolland lyngby taarb mariagerfjord middelfart mors folkebibliotek stved norddjurs nordfyns nunatta atuagaateqarfia det nlandske landsbibliotek nyborg odder odense centralbibliotek odsherred kulturhuse randers rebild ringk bing skjern ringsted dovre kommunebiblioteker roskilde rudersdal sams silkeborg skanderborg skive slagelse solr nderborg sor stevns struer svendborg syddjurs tarnby thisted nder varde vejen vejle vesthimmerlands viborg vordingborg
ericksonhall	Erickson-Hall Construction Co		company
erieinsurance	Erie Insurance		company	corporate
erielibrary	Erie County Public Library	USA	public	albion corry edinboro blasco iroquois avenue lincoln mccord millcreek rice union waterford
esneft	East Suffolk and North Essex NHS Foundation Trust		company
esperanzac	Esperanza College		college
essexca	Essex County Library	Canada	public	amhertsburg comber cottam harrow kingsville lakeshore lasalle leamington mcgregor ruthven stoney point tecumseh woodslee
essexcountyuk	Essex Library Service	United Kingdom	public	basildon billericay braintree brentwood brightlingsea broomfield buckhurst hill burnham crouch canvey island chelmsford chigwell chipping ongar clacton coggeshall colchester danbury debden dunmow earls colne epping frinton fryerns galleywood great baddow parndon tarpots wakering greenstead hadleigh halstead harlow harwich hatfield peverel hockley holland hullbridge ingatestone kelvedon laindon loughton maldon manningtree mark hall melbourne weald old pitsea prettygate rayleigh rochford saffron walden shenfield sible hedingham silver end benfleet woodham ferrers southminster springfield stansted stanway stock thaxted tiptree tye green vange waltham abbey walton mersea wickford wickham bishops witham wivenhoe writtle
essexuni	The University of Essex	United Kingdom	college
etown	Elizabethtown College	USA	college
eumetsat	EUMETSAT		company
eunc	European Nazarene College	USA	college
eunoiaj	Eunoia Junior College		college
eur	Erasmus University Rotterdam		college
eureka	Eureka College	USA	college
evanstonlibrary	Evanston Public Library		public	robert crown
everett	Everett Public Library	WA, USA	public	evergreen
everettcc	Everett Community College		college
evpl	Evansville Vanderburgh Public Library		public	mccollough park oaklyn red bank stringtown
exeteruk	University of Exeter		college
expandenergy	Expand Energy		company
fairfax	Fairfax County Public Library	USA	public	burke centreville chantilly culmore dolley madison george mason great falls herndon fortnightly john marshall kings park kingstowne lorton martha washington oakton patrick henry pohick reston richard byrd sherwood thomas jefferson tysons pimmit
fairfield	Fairfield Public Library		public	woods
fairfieldedu	Fairfield University		college
fairfieldnsw	Fairfield City Open Libraries	Australia	public
faithmc	Faith Methodist Church Singapore	Singapore	company
falkirkuk	Falkirk Libraries	United Kingdom	public
falklandcommunitylibrary	Falkland Community Library		public
fandm	Franklin & Marshall College	USA	college
farnct	Farnborough College of Technology		college
fba	First Baptist Church of Atlanta		company	fba
fbcl	First Baptist Longview		company
fbi	Federal Bureau of Investigation Library		company
fbkosciusko	First Baptist Church Kosciusko		company
fclspa	Franklin County Library System		public	alexander hamilton blue ridge summit coyle loudon fulton grove family hustontown lilian besore thomas
fcsamerica	Farm Credit Services of America		company
fdicorp	FDIC Library (Federal Deposit Insurance Corp.)	USA	company
fdltcc	Fond du Lac Tribal & Community College	USA	college	ruth myers
fdot	Florida Department of Transportation	FL, USA	company
fdsm	Fudan University - School of Management		college
fgculibrary	Florida Gulf Coast University	USA	college
fieldstbaptist	Field Street Baptist Church		company
fieldsteinlib	Feldstein Library, Congregation Neveh Shalom		company
fifeuk	Fife Libraries		public	aberdour auchtermuchty buckhaven burntisland cadham cardenden cowdenbeath cupar dalgety bay duloch dunfermline carnegie galleries elie inverkeithing heritage jennie lee lochgelly kelty kennoway kincardine kirkcaldy ladybank leslie leven lochore methil newburgh newport oakley onfife rosyth rothes halls andrews monans tayport templehall valleyfield waid
fingalcountyie	Fingal County Library	Ireland	public
first	First Regional Library		public	chain batesville emily jones pointer james anderson jessie edwards lafayette oxford davis dye robert irwin robinsonville sam lapidus sardis senatobia walls
fitchburgstate	Fitchburg State University	USA	college
fittech	Fit Technologies		company
fjclib	Fujian Juvenile & Children's Library		public
flatiron	Flatiron Health		company
flint	Gloria Coles Flint Public Library		public
flls	Finger Lakes Library System		public	apalachin aurora berkshire candor coburn cortland edith ford fair haven george susan platt cady groton hazard interlaken kellogg lamont lansing lodi whittier newfield peck phillips port byron powers seneca falls seymour spencer springport stewart lang tappan spaulding southworth association tompkins ulysses philomathic waterloo historical society waverly weedsport
floridacf	Florida Correctional Facilities	USA	company
flowermound	Flower Mound Public Library	USA	public
fmb	Fort Myers Beach Public Library	FL, USA	public
foalibrary	Finance of America		company
focusonthefam	Focus on the Family		company
ford	Ford Motor Company		company
forsyth	Forsyth County Public Library		public	cumming denmark hampton post road sharon forks
fortbend	Fort Bend County Libraries	USA	public	albert george cinco ranch first colony law digital fulshear mamie mission missouri sienna sugar land
fortvancouver	Fort Vancouver Regional Libraries		public	fvrl battle ground cascade park goldendale green mountain express bonneville operations ridgefield stevenson three creeks mall washougal white salmon valley woodland yacolt yale
fourcounty	Four County Library System		public	afton andes bainbridge bovina broome cannon cherry valley deposit edmeston fairview fenton franklin george johnson gilbertsville guernsey harris otego huntington kinney lisle louise adelia read mary wilcox masonville sidney mcdonough oxford milford moore morris new berlin nineveh otselic richfield springs roxbury association sherburne mpl skene smyrna springfield stamford unadilla vestal cooperstown william ogden worcester your home
fox	FOX		company
franken	OverDrive Verbund Franken	Germany	public	bibliotheks und informationszentrum hassfurt bibliothekszentrum hosbach gemeindebibliothek karlstein kreisbibliothek kronach stadtbibliothek alzenau bad neustadt bayreuth erlangen gerolzhofen lohr munchberg ochsenfurt wunsiedel stadtbucherei bamberg coburg forchheim herzogenaurach hof kitzingen lichtenfels marktredwitz selb
frankston	Frankston City Libraries		public
fraser	University of the Fraser Valley	Canada	college
frasercoast	Fraser Coast Regional Libraries		public
fraserhospfed	Federation of Fraser Region Hospice Societies		company	fraserhospfed
frb	Federal Reserve Bank Libraries		company	richmond
fredhutch	Fred Hutch Cancer Center		company
freelibrary	The Free Library of Philadelphia		public	andorra blanche nixon cobbs creek bushrod bustleton cecil moore charles durham santore chestnut hill eastwick falls schuylkill fishtown fox chase frankford fumo family greater olney haddington haverford holmesburg independence joseph coleman northwest katharine drexel kensington kingsessing lawncrest lehigh logan lovett lucien blackwell lib mcpherson square nicetown tioga northeast oak lane ogontz overbrook park parkway paschalville institute queen ramonita rodriguez richmond roxborough tacony thomas donatucci torresdale wadsworth walnut street welsh road whitman widener wynnefield wyoming
freiburg	Stadtbibliothek Freiburg		public
fremont	Fremont Public Library		public
fresno	Fresno County Public Library		public	auberry bear mountain betty rodriguez big creek caruthers clovis easton fig garden firebaugh fowler gillis kerman kingsburg laton mendota mosqueda orange cove parlier piedra pinedale politi reedley riverdale san joaquin sanger selma shaver lake sunnyside talking book for blind teague tranquillity woodward park
frimleynhs	Frimley Health NHS Foundation Trust		company
frisco	Frisco Public Library	USA	public
frontrange	Front Range Downloadable Library	USA	public	boulder carnegie george reynolds meadows broomfield lafayette longmont louisville loveland westminister westminster hill irving street
fselibrary	Free State Public Library System	South Africa	public	africa
fsucard	FSU Center for Autism and Related Disabilities		company
