# Every library live on Libby. Tab separated: key, name, region, kind, places.
# Written by tools/seed_libraries.py, loaded into the database at startup.
mmpl	Moore Memorial Public Library	USA	public
mnstate	Minnesota State University, Moorhead	USA	college
mobius	MOBIUS Consortium	USA	college	still missouri barnes jewish goldfarb nursing buena vista methodist conception abbey seminary cottey crowder des moines osteopathic medical divine word drake harris stowe state jefferson kenrick glennon lindenwood logan maryville metropolitan blue river business technology longview maple woods penn valley southern science moberly northwest northwestern ozark christian ozarks technical park louis simpson southwest baptist charles fair stephens three rivers truman washington westminster william jewell
moegeb	Gifted Education Branch, Ministry of Education, Singapore		company
moers	Bibliothek Moers	Germany	public
mohave	Mohave County Library District	USA	public	bullhead chloride dolan springs golden shores topock valley kingman lake havasu meadview valle vista
molib2go	Missouri Libraries 2Go	USA	public	adair adrian advance albany carnegie barry lawrence aurora cassville eagle rock marionville miller vernon pierce purdy shell knob monett barton happy mary curless hylton bethany bonne terre boonslick cole camp sedalia warsaw bowling green brookfield butler caldwell camden climax springs macks creek osage beach stoutland sunrise cameron canton cape girardeau carrollton carter ellsinore grandin carthage caruthersville cass cedar stockton centralia christian crawford crystal dade dallas daviess jamesport soto desloge doniphan ripley naylor douglas dulany dunklin campbell cardwell clarkton holcomb hornersville malden senath farmington festus gentry grundy jewett norris hamilton hannibal heartland belle eldon iberia vienna henry lenora blackmore hickory howard james jefferson arnold northwest windsor joplin joseph palmer family keller keytesville kimberling lebanon laclede lewis glasgow ozarks little dixie livingston louisiana macon marceline marion subdistrict marshall maryville mcdonald mercer mexico audrain farber martinsburg vandalia french mississippi mitchell river moniteau monroe montgomery morgan mound mountain view neosho newton seneca nevada new
monaghanie	Monaghan County Libraries	Ireland	public
monetaryau	Monetary Authority of Singapore	Singapore	company
monlibvic	Monash Public Library Service	Australia	public
monmouth	Monmouth County Library		public	allentown atlantic highlands brielle colts neck eastern eatontown fair haven hazlet holmdel howell keansburg little silver manasquan marlboro beach neptune ocean oceanport rumson sea bright tinton falls union wall long
monmouthshire	Monmouthshire Libraries		public	abergavenny hub caldicot chepstow gilwern monmouth usk
monroecarell	Monroe Carell Jr. Children’s Hospital at Vanderbilt		company	carrell family resource
monroeenergy	Monroe Energy		company
montana	MontanaLibrary2Go	MT, USA	public	aaniiih nakoda alberton belgrade bicentennial colstrip big horn billings bitterroot blaine boulder bozeman bridger broadwater butte silver bow russell high carnegie chief dull knife choteau teton chouteau sandy geraldine conrad culbertson daniels darby dillon drummond dutton ekalaka fairfield fallon flathead kalispell marion bigfork columbia falls peck tribal froid garfield george mccone glacier cut bank glasgow glendive great montana state harlem harlowton havre hill hearst helena henry malley joliet judith basin hobson laurel lewis clark lewistown lincoln eureka libby troy livingston park madison valley manhattan meagher medicine spring miles mineral regis missoula frenchtown seeley lake swan northern tech jefferson toole petroleum philipsburg phillips plains prairie preston hot springs red lodge ronan roosevelt rosebud roundup salish kootenai darcy mcnickle sheridan sidney richland ignatius stillwater stone child thompson hickman three forks twin bridges western providence valier wedsworth yellowstone whitefish whitehall wibaux william kohrs
montcolibs	Montgomery County Library District Consortium		public	abington ambler ardmore bala cynwyd belmont hills cheltenham conshohocken elkins park springfield gladwyne glenside horsham huntingdon valley indian jenkintown mott lansdale lower merion providence ludington information norristown narberth wales penn wynne perkiomen pottstown roslyn royersford union company hatboro upper dublin moreland william jeanes nicholas athena karabots for learning wissahickon
montevallo	University of Montevallo	USA	college
montrealwest	Montreal West Public Library	Canada	public
mooneevalley	Moonee Valley Libraries	Australia	public	ascot vale avondale heights learning flemington niddrie sam merrifield ponds
moore	Moore College Library		college
moretonbay	Moreton Bay Libraries	Australia	public	albany creek arana hills bribie island burpengary caboolture deception lakes redcliffe strathpine woodford
morgancitylibrary	Morgan City Public Library		public
mornpen	Mornington Peninsula Libraries	Australia	public	rosebud
morrin	Morrin Centre Library		public
mottlibrary	Mott Community College	USA	college
mountstmarys	Mount Saint Mary's University		college
mpcc	Mid-Plains Community College		college	mccook platte
mpkdigital	Moorpark City Library		public
mpl	Macao Public Library		public
mrl	Massanutten Regional Library		public	elkton grottoes river page shenandoah
mrspl	Mary Riley Styles Public Library	USA	public
msjcedu	Mt. San Jacinto Community College District		college
msl	Microsoft Library		public
mslsau	Mitchell Shire Library Service		public	broadford customer kilmore seymour wallan
msmc	Mount Saint Mary College	USA	college
msmnyc	Manhattan School of Music	USA	college
mtareads	Massachusetts Teachers Association	USA	company
mtstateagency	Montana State Agency Libraries	USA	company	department transportation
mtsu	Middle Tennessee State University	USA	college
muenchen	Münchner Stadtbibliothek	Germany	public	allach untermenzing berg laim bogenhausen furstenried giesing hadern hasenbergl isarvorstadt maxvorstadt milbertshofen moosach neuaubing neuhausen neuperlach pasing ramersdorf schwabing sendling waldtrudering westend
muensterland	Münsterland	Germany	public	stadtbibliothek ahaus bocholt emsdetten greven rheine stadtbucherei coesfeld dulmen gronau ibbenburen lengerich munster steinfurt
multcolib	Multnomah County Library		public	albina belmont closed for construction reopens summer capitol hill opening may fairview columbia gregory heights hillsdale holgate hollywood kenton midland portland northwest rockwood sellwood moreland johns troutdale woodstock
murraylibrary	Murray City Library	USA	public
murrietalibrary	Murrieta Public Library	USA	public
muskingum	Muskingum County Library System		public	dresden duncan falls philo new concord roseville zanesville
musselmanlibrary	Gettysburg College	USA	college
mvc	Moreno Valley College	USA	college
mvlc	Merrimack Valley Library Consortium	USA	public	amesbury andover hall billerica boxford burlington carlisle gleason chelmsford dracut moses greeley parker dunstable essex burnham georgetown peabody groton groveland langley adams hamilton wenham haverhill ipswich lawrence littleton reuben hoar manchester sea merrimac methuen nevins middleton flint newbury newburyport stevens reading rockport rowley salisbury samuel pollard tewksbury topsfield tyngsborough westford fletcher wilmington
mvls	Mohawk Valley Library System	USA	public	amsterdam canajoharie hunter plain frothingham fonda gloversville johnstown margaret reaney johnsville middleburgh northville schenectady schoharie sharon springs cobleskill richmondville
myapl	Ascension Parish Library		public	donaldsonville dutchtown galvez
myfwc	Florida Fish and Wildlife Conservation Commission	USA	company
myjdl	Jackson District Library		public
mykaarma	myKaarma		company
mylakelibrary	Lake County Library System		public	astor cagan crossing citrus ridge cooper mini fruitland park helen lehmann lady leesburg marianne beck marion baysinger minneola schoolhouse paisley tavares umatilla bland
mymanatee	Manatee County Public Library System		public	braden river island lakewood ranch palmetto rocky bluff
myrl	Richland Library		public	ballentine blythewood cooper eastover northeast sandhills southeast andrews wheatley
nacc	Northeast Alabama Community College	USA	college
nachikatsuuratown	Nachikatsuura Town Board of Education	Japan	public
naperville	Naperville Public Library		public	95th street naper blvd nichols
narita-public-library	Narita Public Library	Japan	public
nascar	NASCAR		company
nasem	National Academy of Sciences, Engineering and Medicine	USA	company	academies
nashcc	Nash Community College	USA	college
nashville	Nashville Public Library	USA	public	bellevue bordeaux donelson edgehill edmondson pike goodlettsville green hills hadley park hermitage inglewood looby madison old hickory pruitt richland southeast thompson lane watkins
nassau	Nassau Digital Doorway		public	baldwin bayville bellmore bethpage bryant meadow rockaway williston elmont farmingdale floral park franklin square freeport garden glen cove gold coast great neck hempstead henry waldinger hewlett woodmere hicksville hillside island trees lakeview levittown locust valley long beach lynbrook malverne manhasset massapequa bar harbour building avenue merrick mineola oceanside oyster bay norwich peninsula plainedge plainview old port washington rockville roosevelt sea cliff seaford shelter rock syosset uniondale wantagh westbury
nationalre	National Reconnaissance Office	USA	company	nro
nato	NATO e-Library		company
natsecspaceinst	National Security Space Institute	USA	company
navajoco	Navajo County Library District		public
nblib	Ningbo Library (宁波图书馆)		public
nbme	NBME (National Board of Medical Examiners)		company
ncbi	Vision Ireland	Ireland	public
ncdigital	North Carolina Digital Library	NC, USA	public	albemarle ahoskie elizabeth sewell parker gates lawrence northampton salle jenkins buncombe black mountain asheville enka candler fairview leicester pack oakley skyland swannanoa weaverville caldwell granite falls hudson carteret catawba claremont conover maiden newton sherrills ford southwest stephens chapel hill cumberland davidson foothills consortium mooneyham norris rutherford spindale forsyth carver road clemmons kernersville lewisville malloy jordan winston heritage reynolda manor rural hall southside walkertown gaston belmont bessemer cherryville dallas ferguson holly stanley tech lowell union haywood waynesville canton fines creek maggie valley henderson edneyville etowah fletcher green river mills hickory patrick beaver ridgeview high point lincoln charles jonas florence soule shanklin mooresville new hanover onslow polk saluda rowan frank tadlock southern pines transylvania
ncdl	Northern California Digital Library	CA, USA	public	alameda bay farm island end amador ione pine grove pioneer plymouth aptos blue lake rancheria tribal boulder creek branciforte calaveras angels camp arnold copperopolis mokelumne hill murphys valley springs point capitola felton garfield park harrison hayward selva beach live oak lodi loomis learning mariposa bassett wawona portal red cloud yosemite mission family reading monterey mountain view oakhurst pacific palo alto childrens terrace downtown mitchell rinconada pleasanton san benito santa clara cruz scotts tuolumne groveland twain harte watsonville
ncgrl	Goldfields Libraries		public	research
nckids	NC Kids Digital Library	NC, USA	public	alamance albemarle alexander ayden barco bhm bladen braswell brunswick buncombe burke cabarrus caldwell camden catawba chapel hill chatham cleveland columbus corolla craven pamlico cumberland information davidson davie duplin durham edgecombe farmville fontana foothills consortium mooneyham norris rutherford spindale forsyth franklin gaston george laura brown gibsonville given tufts archives granville greensboro grifton gunn halifax harnett harold cooley hatteras haywood henderson hickory high point hocutt ellington iredell jackson jamestown kill devil hlils kings mountain mauney lee lincoln madison manteo mcdowell mooresville morehead moyock nantahala neuse new hanover onslow orange pasquotank pender perry person pettigrew polk charlotte mecklenburg johnston smithfield randolph roanoke rapids robeson rockingham rowan sampson clinton sandhill scotland sheppard southern pines stanly toe river valley transylvania union wake warren washburn outreach wayne wilson yancey
nckidslevelup	NC Kids Level Up		public	alamance albemarle alexander ayden barco bhm bladen braswell brunswick schools buncombe burke cabarrus caldwell camden catawba chapel hill chatham cleveland columbus corolla craven pamlico cumberland information davidson davie duplin durham edgecombe farmville fontana foothills consortium mooneyham norris rutherford spindale forsyth franklin gaston george laura brown gibsonville given tufts archives granville greensboro grifton gunn halifax harnett harold cooley hatteras haywood henderson hickory high point hocutt ellington iredell jackson jamestown kill devil hills kings mountain mauney lee lincoln madison manteo mcdowell mooresville morehead moyock nantahala neuse new hanover onslow orange pasquotank pender perry person pettigrew polk charlotte mecklenburg johnston smithfield randolph roanoke rapids robeson rockingham rowan sampson clinton sandhill scotland sheppard southern pines stanly toe river valley transylvania union wake warren washburn outreach wayne wilson yancey
ncltw	National Central Library		public
ncwlibraries	NCW Libraries		public	brewster bridgeport cashmere chelan coulee curlew wenatchee entiat ephrata george grand leavenworth manson mattawa moses lake okanogan omak oroville pateros peshastin quincy republic royal soap tonasket twisp warden waterville winthrop
ndac	North Dakota Academic Consortium	USA	college	bismarck state dickinson stoxen mayville paul hoghaug lake region united tribes technical jamestown valley
ndlibrary2go	North Dakota Digital Consortium	USA	public	adams reeder beulah bismarck veterans bowbells bowman cando carrington casselton cavalier dickinson divide eddy new rockford enderlin fargo forman garrison golden valley grand forks griggs harry petrie hatton hazen heart america james river alfred dickey stutsman kidder killdeer kindred lake region lakota leach lisbon maddock max mayville mckenzie mclean mercer mcville minot mohall morton mandan mott state northwood oakes park pembina rolla satre stanley stanton turtle underwood barnes velva walhalla ward kenmare washburn satellite williston wishek
ndscs	North Dakota State College of Science	USA	college
ndu	National Defense University	USA	college
nebraska	Nebraska OverDrive Libraries	USA	public	agnes robinson waterloo ainsworth albion alice farr alliance arapahoe arcadia arlington arthur ashland atkinson auburn auld axtell bancroft bartley battle creek bayard beatrice beaver bellevue bennington big springs blair bloomfield blue hill bridgeport broken bow bruning bruun burkley resource butler byron ceresco chadron chappell art gallery clarkson clay clearwater columbus cordelia preston crawford creighton crete culbertson dakota davenport deshler dundy dvoracek elgin elmwood elwood emerson exeter fairbury fairfield fairmont falls arts franklin fullerton gardner garfield geneva genoa gering gibbon gilbert gordon gothenburg grand island grant greenwood gretna hartington hastings hebron secrest hemingford schools hildreth hoesch holdrege hooker hooper house howells hruska humphrey indianola jensen john stahl rogers karlen kathleen lute kearney keene kimball klyte burt vista laurel leigh lexington lied imperial lincoln pierce randolph winside logan louisville loup lyman lyons madison mccook mead meadow grove mitchell morrill morton james nancy fawcett neligh nelson newman nigel sprouse norfolk bend platte oakland
nebrwesleyan	Nebraska Wesleyan University	USA	college
nedbank	Nedbank		company
neflin	NEFLIN	USA	public	calhoun columbia flagler holmes jackson levy marion new river cooperative emily taber union bradford putnam suwannee branford greenville jennings lee madison virginia chandler white springs washington
nelnet	Nelnet		company
nemcc	Northeast Mississippi Community College	USA	college
neo	NEO A&M College	USA	college
nepadl	Northeast Pennsylvania Digital Library	USA	public	lackawanna abington albright carbondale dalton everhart museum childrens express nancy kay holmes pocono taylor valley pike dingman milford susquehanna forest hallstead montrose tunkhannock wayne alliance bethany hamlin hawley newfoundland northern pleasant
nescotlandco	North East Scotland College		college
netldc	Northeast Texas Digital Consortium	USA	public	allen atlanta atwell bonham bullard cameron jarvis troup celina goodwin chandler charles rike commerce cooke corsicana crandall combine denison doris padgett duncanville ennis farmers manske ferris forney franklin gilliam grand saline gunter museum henderson clint murchison honey grove learning jacksonville joe hall high kaufman kilgore lillie russell lone oak longview marshall maud mcmillan melissa mesquite midlothian enterprise pleasant muenster nicholas sims palestine paris pittsburg camp pottsboro princeton lois nelson prosper quitman rains red river rita truett smith riter hulsey rockwall rowlett rusk sachse sammy brown seagoville sherman sulphur springs tatum tawakoni texarkana cedar creek lake tri tyler park van alstyne zandt walworth harrison white whitehouse whitewright
nevadastate	Nevada State University	USA	college
newcanaanlibrary	New Canaan Library		public
newcastle	Newcastle University	United Kingdom	college
newcastleau	Newcastle Libraries	Australia	public	adamstown beresfield dungog shire hamilton lambton mayfield new raymond terrace librray stockton tilligerry tomaree wallsend
newhope	New Hope Presbyterian Church		company
neworleans	New Orleans Public Library		public	algiers alvar childrens resource cita dennis hubbell martin luther king mid milton latter nix norman mayer robert smith rosa keller
newportuk	Newport City Council		public
newrelic	New Relic		company
newschoolarch	Newschool of Architecture and Design	USA	college
nga	National Geospatial - Intelligence Agency GEOINT Research Library	USA	company
ngrls	Northwest Georgia Regional Library System		public	calhoun gordon chatsworth murray dalton whitfield
nh	New Hampshire State Library	USA	public	aaron cutler abbie greenleaf acworth silsby allenstown alton gilman amherst andover ashland barnstead oscar foss barrington bartlett bath bedford belmont berlin bethlehem boscawen bow baker brookline brown byron merrill campton canaan chamberlin chesley chester chesterfield chichester colby colebrook conant concord converse conway cook daland dalton davis derry dover dublin dudley tucker dummer milan dunbar dunbarton durham kingston effingham elkins enfield epsom errol exeter fiske fitzwilliam franklin freedom fremont frost fuller gafney gale gay kimball george gamble stowell holmes bixby gep dodge gilford gilmanton year round association gilsum goffstown goodwin gordon nash gorham grafton griffin hall hampstead hampton falls hancock hanover etna howe harrisville harvey mitchell haverhill hebron henniker hill hinsdale holderness hollis social hooksett hopkinton ingalls tarbell jackson jaffrey james tuttle joseph patch keene kensington laconia lane langdon leach lebanon lee libbie cass lincoln lisbon littleton madbury madison manchester mansfield marc hurzeler marlow mary mason maxfield meredith merrimack milford wadleigh
nhfpl	New Haven Free Public Library		public
nhsgloucestershire	Gloucestershire Hospitals NHS Foundation Trust		company
ni	National Instruments Corporation		company
nic	National Institute of Corrections	USA	company
nicc	Northeast Iowa Community College	USA	college
niederrhein	Niederrhein	Germany	public	albert vigoleis thelen stadtbibliothek bibliothek markt schwalmtal gemeindebibliothek niederkruchten mediathek kamp lintfort dormagen kempen rheinberg tonisvorst voerde willich stadtbucherei emmerich rhein goch grevenbroich hamminkeln kleve nettetal neukirchen vluyn rees wesel xanten
niedersachsen	Niedersachsen	Germany	public	bucherei steinkirchen gemeindebucherei rastede schee schul und samtgemeindebucherei tarmstedt stadtbibliothek celle osterode harz varel stadtbucherei holzminden schortens twistringen
nihlibrary	National Institutes of Health Library	USA	company
nihpatientlibrary	NIH Patient Library	USA	company
nikken-cm	Nikken Sekkei Construction Management		company
nilrc	NILRC Academic Shared Digital Collection	USA	college	black hawk carl sandburg colleges chicago lake danville elgin heartland highland illinois valley joliet junior kishwaukee lincoln land morton oakton parkland rock triton waubonsee
nioga	Nioga Library System		public	barker byron bergen corfu haxton hoag lee whedon lewiston lockport newfane niagara falls lasalle tonawanda pavilion ransomville richmond royalton hartland sanborn pekin wilson woodward yates youngstown
njedge	Virtual Academic Library Environment of New Jersey (VALE)	USA	college	kean montclair state rowan burlington salem
nlb	NLB	Singapore	public	ang kio bedok bishan bukit batok merah panjang cheng san choa chu kang clementi geylang jurong chinatown esplanade harbourfront orchard marine parade national lee kong chian reference pasir ris queenstown sembawang sengkang serangoon tampines toa payoh woodlands yishun
nlclibrary	Northeast Lakeview College	USA	college
nlsa	The National Library of South Africa	South Africa	public
nm	New Mexico Library To Go	USA	public	alamogordo albert thompson anthony libray artesia arthur johnson aztec belen bloomfield bosque farms capitan carlsbad carnegie clovis carver columbus david cargo villanueva eagle nest edgewood rito eleanor daggett embudo valley estancia sumner gila glenwood grants hatch hillsboro laguna lordsburg hidalgo los lunas museum heritage arts magdalena marshall martha liebert mountainair nambe pueblo octavia fellin children youth portales isleta pojoaque questa red river roswell ruidoso sandia learning resource santa ana clara santo domingo shuter angel fire silver socorro sunland park taos taytsugeh oweengeh tucumcari corona vista grande zia enrichment zuni
nmls	Nicholson Memorial Library System	USA	public	garland walnut creek
nmmi	New Mexico Military Institute	USA	college
nmsudonaana	New Mexico State University Dona Ana	USA	college
nnpls	Newport News Public Library System	USA	public	administration street pearl bailey virgil grissom
nnyoverdrive	Northern New York Library Network	USA	college	canisius cayuga clarkson cuny stella charles guttman dyouville finger lakes genesee hobart william smith colleges paul smiths rockland suny brockport broome canton buffalo oswego plattsburgh corning maritime morrisville niagara ulster tompkins cortland trocaire upstate medical
noaalibs	NOAA Library Network	USA	company
noble	NOBLE: North of Boston Library Exchange	MA, USA	public	beverly bunker hill learning commons danvers peabody institute endicott diane halle everett gloucester sawyer gordon jenks lynn lynnfield marblehead abbot mass board commissioners melrose merrimack mcquade montserrat paul scott nahant phillips academy andover oliver wendell holmes reading revere salem state saugus stoneham swampscott wakefield lucius beebe winthrop
nobts	New Orleans Baptist Theological Seminary	USA	college
noda-city	Noda Public Library	Japan	public
noosaqld	Noosa Library Service		public	noosaville
nordleihe	Nordleihe	Germany	public	bibliothek meer der samtgemeinde zeven gemeindebucherei ganderkesee wiefelstede mediothek diepholz ratsbucherei luneburg stadtbibliothek achim buxtehude melle rotenburg verden stadtbucherei delmenhorst
norfolk	Norfolk County Council	United Kingdom	public	acle attleborough aylsham blofield brundall caister costessey cromer dereham dersingham diss downham market earlham fakenham gaywood gorleston great yarmouth harleston hellesdon hethersett hingham holt hunstanton kings lynn loddon long stratton martham mile cross mundesley norwich millennium information walsham plumstead road poringland reepham sheringham sprowston williams way stalham swaffham taverham thetford tuckswood watton wells wroxham wymondham
norfolk-va	Norfolk Public Library		public
nortal	Nortal		company
north-west	North-West University		college
northcountrylibraries	North Country Library System		public	adams annie porter ainsworth elizabeth strong badenhausen reading room beaver falls bodman brantingham greig brownville glen park canton cape vincent carthage square clifton cogswell constableville croghan crosby depauville dexter hounsfield ellisburg evans mills fulton hammond hannibal harrisville hawn hay sackets harbor henderson hepburn colton edwards hermon lisbon madrid norfolk waddington heuvelton hopkinton lowville lyme lyons macsherry mannsville massena mexico morley morristown norwood ogdensburg orleans osceola oswego philomathean phoenix port leyden potsdam pulaski association gouverneur rensselaer richville rodman roswell flower russell sally ploof hunter theresa thousand island lewis william bush williamstown
northeastcc	Northeast Community College		college
northeasternuni	Northeastern University		college
northeaststate	Northeast State Community College	USA	college
northernbeacheslibraries	Northern Beaches Libraries	Australia	public	dee why forestville glen street manly mona vale warringah mall
northerncape	Northern Cape Provincial Library Service	South Africa	public
northernlthlth	Northern Light Eastern Maine Medical Center		company
northmankato	North Mankato Taylor Library		public
northmiami	North Miami Public Library	USA	public
northnet	NorthNet Library System	CA, USA	public	alpine bayliss benicia butte biggs chico durham gridley oroville paradise colusa del norte dorado elk creek folsom hamilton humboldt lassen lincoln modoc mono napa nevada orland placer auburn colfax foresthill granite bay kings beach meadow vista rocklin tahoe plumas alleghany chester downieville greenville loyalton portola sierra roseville shasta siskiyou valley dunsmuir etna jones happy camp mccloud montague scott bar tulelake weed yreka helena sutter tehama trinity woodland yuba
northumbrianhs	Northumbria Healthcare NHS Foundation Trust		company	tust
northumbriauni	Northumbria University		college
northwestlib	North West Provincial Library Services	South Africa	public
northyorks	North Yorkshire Libraries	United Kingdom	public	barlby hub bedale bentham bilton woodfield boroughbridge resource catterick colburn derwent valley bridge easingwold eastfield more than books embsay with eastby filey gargrave malhamdale grassington great ayton discovery harrogate hawes customer helmsley ingleton kirkbymoorside clic knaresborough leyburn malton mashamshire newby scalby information nidderdale plus northallerton norton hive pickering richmond ripon scarborough selby settle sherburn villages skipton craven starbeck stokesley globe tadcaster thirsk whitby
norwalk	Norwalk Public Library		public
norwegian	Norwegian Cruise Line Holdings Ltd.		company	jade aqua jewel luna pearl pride america prima spirit viva
norwich	Norwich University	USA	college
notlpubliclibrary	Niagara-on-the-Lake Public Library	Canada	public
nottingham	Nottingham Trent University		college
nottinghamcity	Nottingham City Libraries	United Kingdom	public	aspley basford bilborough bulwell riverside clifton dales hyson green meadows radford lenton southglade park anns valley strelley road wollaton
nottinghamshire	Nottinghamshire Libraries		public	annesley woodhouse partnership arnold balderton balmoral beeston bilsthorpe bingham bircotes blidworth burton joyce calverton carlton hill lindrick clipstone collingham cotgrave dukeries leake eastwood edgewood edwinstowe learning farnsfield forest gedling gotham hucknall huthwaite inham nook inspire jacksdale keyworth kimberley kirkby ashfield ladybrook langold lowdham mansfield mapperley misterton newark ollerton radcliffe trent rainworth ravenshead retford ruddington selston skegby stanton southwell stapleford sutton bonington toton tuxford warsop bridgford woodthorpe worksop
novac	Northern Virginia Astronomy Club - NOVAC		company
novel	Upper North Island	New Zealand	public	far kaeo kaikohe kaitaia kawakawa paihia procter kaipara whangarei
npl	Nacogdoches Public Library	TX, USA	public
npsvall	National Park Service, Valles Caldera National Preserve	USA	company
nptuk	Neath Port Talbot Libraries		public
nscc	Nova Scotia Community College	Canada	college
nsdc	North Suburban Digital Consortium		public	algonquin eastgate crystal lake ela fox river valley indian trails villa mchenry park ridge
nsftlibrary	Norfolk and Suffolk NHS Foundation Trust	United Kingdom	company
nswfr	Fire and Rescue NSW		company
nswrfs	NSW Rural Fire Service	Australia	company
ntclib	Nantong Library		public
ntlotgmagazines	NTLOTG Magazines		public
ntrls	North Texas Libraries on the Go	USA	public	aledo aubrey azle bedford benbrook boyce ditto bridgeport burleson cleburne crowley decatur dublin grapevine haltom haslet hurst joshua keller lake worth graham richland hills saginaw southlake springtown colony watauga weatherford white settlement wichita falls
ntu	Nanyang Technological University	Singapore	college
nu	Northwest University	USA	college
nucorindiana	Nucor Steel Indiana		company
nuqlibrary	Northwestern University in Qatar	USA	college
nvclibrary	Northwest Vista College	USA	college
nvstatelib	Nevada State Library, Archives and Public Records	USA	public
nwacc	NorthWest Arkansas Community College	USA	college	nwacc
nwscc	Northwest Shoals Community College		college
nwslc	North Warwickshire and South Leicestershire College		college
nwt	Northwest Territories Public Libraries	Canada	public	yellowknife
nycf	New York Correctional Facilities (ViaPath)		company
nyjlib	Namyangju-si Library	South Korea	public
nypa	New York Power Authority		company
nypl	New York Public Library		public	115th street 125th 58th 67th 96th aguilar allerton andrew heiskell braille talking book battery park baychester belmont bloomingdale bronx castle hill chatham square island clasons point columbus countee cullen dongan hills eastchester edenwald epiphany washington francis martin george bruce grand concourse great kills hamilton fish grange harlem high bridge hudson huguenot hunts inwood jefferson market jerome kingsbridge kips bay macombs mariners harbor melrose mid manhattan morningside heights morris morrisania mosholu mott haven muhlenberg mulberry amsterdam dorp for performing arts ottendorfer parkchester pelham port richmond richmondtown riverdale riverside roosevelt schomburg research black culture science industry business sedgwick seward soundview beach spuyten duyvil agnes stapleton stephen schwarzman terence cardinal cooke cathedral throgs neck todt westerleigh tompkins tottenville tremont van cortlandt nest wakefield webster farms brighton westchester woodlawn woodstock yorkville
nysoclib	New York Society Library		company
nyu	New York University		college
oakland	Oakland Public Library		public	african american museum asian brookfield dimond eastmont elmhurst fruitvale golden gate lakeview martin luther king melrose montclair piedmont rockridge temescal
oandc	Oxford and Cambridge Club		company
obihirocity	Obihiro City Library	Japan	public
ocas	OCAS		company
occc	Oklahoma City Community College	USA	college
ocean	Ocean County College	USA	college
oceancity	Ocean City Free Public Library		public
ocfs	NYS Office of Children and Family Services		company
ochsner	Ochsner Medical Library		company
ocl	Ocean County Library		public	barnegat bay head reading beachwood berkeley brick island heights jackson lacey lakewood little egg harbor long beach manchester plumsted point pleasant staffard tuckerton upper shores waretown whiting
ocln	Old Colony Library Network	MA, USA	public	abington avon brockton canton cohasset paul pratt duxbury hanover john curtis hingham holbrook hull kingston marshfield ventress milton norwell plymouth manomet quincy adams shore wollaston randolph turner rockland sandwich scituate sharon stoughton thayer thomas crane walpole weymouth fogg tufts whitman
ocls	Orange County Library System		public	alafaya chickasaw eatonville fairview shores hiawassee orlando creek trail southeast southwest washington park oaks windermere winter garden
oclsca	College Libraries Ontario		college	durham cite collegiale lambton colleges lawrence
ocnc	Orange County Public Library	USA	public	carrboro cybrary closed hillsborough southern
ocpl	OC Public Libraries		public	aliso viejo brea costa mesa verde cypress dana point toro foothill ranch fountain valley garden grove tibor rubin chapman habra palma ladera laguna beach hills technology niguel woods canyons los alamitos rossmoor orangewood childrens home rancho santa margarita san clemente juan capistrano seal mary wilson stanton tustin villa park westminster
odessacollege	Odessa College	USA	college
odl	Oklahoma Department of Libraries	USA	public
odmc	Ontario Library Service Consortium	Canada	public	addington highlands denbigh admaston bromley alderville first nation alnwick haldimand argyle armstrong arnprior asphodel norwood assiginack athens atikameksheng anishnawbek atikokan augusta bancroft baysville belleville bibliotheque publique clarence rockland publiques canton dalfred plantagenet big grassy biigtigong nishnaabeg billings black river matheson blind blue mountains craigleith heritage depot shore bonfield bonnechere union bracebridge brighton codrington britt brock brockville bruce cargill chesley kincardine lions head lucknow mildmay paisley port elgin ripley sauble beach southampton tara teeswater tiverton tobermory walkerton wiarton mines plummer additional burks falls caledon callander carleton place carlow mayo casselman cavan monaghan millbrook manitoulin hastings madoc champlain chapleau chatham kent chippewas rama clarington museums archives clearview cobalt cobourg bewdley alice behan gores landing cochrane collingwood cornwall cramahe deep deseronto dorion douro dummer dryden dwight ear ferris gwillimbury edwardsburgh cardinal spencerville aylmer old hall belmont fred bodsworth john kenneth galbraith reference stanley rodney shedden springfield straffordville lorne elizabethtown kitley lyn new dublin
odteam	OverDrive Team Library		public
offalycountyie	Offaly County Library	Ireland	public
oglalalakota	Oglala Lakota College		college
ohdbks	The Ohio Digital Library	USA	public	ada adams alger amherst arcanum archbold ashland ashtabula geneva athens auglaize cridersville minster new bremen knoxville wapakoneta waynesfield avon lake barnesville hutton bellaire belle belmont blanchester bliss bluffton bowerston briggs lawrence brown fayetteville perry georgetown orab sardinia brumback bucyrus caldwell canal fulton cardington lincoln carnegie liverpool washington court house carroll malvern centerburg champaign lewisburg chillicothe ross howard young kingston northside paxton richmond dale salem clark enon houston northridge park southgate tuttle claymont dennison clermont amelia batavia doris wood bethel felicity goshen milford miami flannery owensville union williamsburg marion croswell coldwater columbiana sunbury coshocton lafayette crestline cuyahoga falls dally defiance johnson sherwood delaware orange ostrander powell delphos delta dorcas carey dover samuel bossard palestine evergreen findlay hancock arlington forest jackson recovery franklin springboro galion garnet wilson germantown gnadenhutten grafton midview grand valley gratis great oaks schools greenville guernsey byesville crossroads hardin northern harris elmore genoa herbert wescoat herrick highland greenfield hillsboro
